"","version","version_season","season_name","season","full_name","castaway_id","castaway","age","city","state","episode","day","order","result","jury_status","original_tribe"
"867","US","US27","Survivor: Blood vs. Water",27,"Laura Boneham","US0397","Laura B.",44,"Indianapolis","Indiana",7,18,11,"9th voted out",NA,"Tadhana"
"868","US","US27","Survivor: Blood vs. Water",27,"Aras Baskauskas","US0182","Aras",31,"Santa Monica","California",8,21,12,"10th voted out","1st jury member","Galang"
"869","US","US27","Survivor: Blood vs. Water",27,"Vytas Baskauskas","US0402","Vytas",33,"Santa Monica","California",9,22,13,"11th voted out","2nd jury member","Tadhana"
"870","US","US27","Survivor: Blood vs. Water",27,"Tina Wesson","US0032","Tina",52,"Robbinsville","North Carolina",9,24,14,"12th voted out",NA,"Galang"
"871","US","US27","Survivor: Blood vs. Water",27,"Laura Morett","US0292","Laura M.",43,"Salem","Oregon",10,26,15,"13th voted out","6th jury member","Galang"
"872","US","US27","Survivor: Blood vs. Water",27,"Caleb Bankston","US0403","Caleb",26,"Collinsville","Alabama",11,29,16,"14th voted out","3rd jury member","Tadhana"
"873","US","US27","Survivor: Blood vs. Water",27,"Katie Collins","US0404","Katie",25,"New York City","New York",12,32,17,"Eliminated","4th jury member","Tadhana"
"874","US","US27","Survivor: Blood vs. Water",27,"Hayden Moss","US0405","Hayden",27,"Springtown","Texas",13,35,18,"15th voted out","5th jury member","Tadhana"
"875","US","US27","Survivor: Blood vs. Water",27,"Ciera Eastin","US0406","Ciera",24,"Salem","Oregon",14,37,19,"16th voted out","7th jury member","Tadhana"
"876","US","US27","Survivor: Blood vs. Water",27,"Tina Wesson","US0032","Tina",52,"Robbinsville","North Carolina",14,38,20,"17th voted out","8th jury member","Galang"
"877","US","US27","Survivor: Blood vs. Water",27,"Gervase Peterson","US0010","Gervase",43,"Philadelphia","Pennsylvania",15,39,21,"2nd runner-up",NA,"Galang"
"878","US","US27","Survivor: Blood vs. Water",27,"Monica Culpepper","US0358","Monica",42,"Tampa","Florida",15,39,22,"Runner-up",NA,"Galang"
"879","US","US27","Survivor: Blood vs. Water",27,"Tyson Apostol","US0274","Tyson",34,"Provo","Utah",15,39,23,"Sole Survivor",NA,"Galang"
"880","US","US28","Survivor: Cagayan",28,"David Samson","US0407","David",45,"Plantation","Florida",1,3,1,"1st voted out",NA,"Luzon"
"881","US","US28","Survivor: Cagayan",28,"Garrett Adelstein","US0408","Garrett",27,"Santa Monica","California",1,6,2,"2nd voted out",NA,"Luzon"
"882","US","US28","Survivor: Cagayan",28,"Brice Johnston","US0409","Brice",27,"Philadelphia","Pennsylvania",2,8,3,"3rd voted out",NA,"Solana"
"883","US","US28","Survivor: Cagayan",28,"J'Tia Taylor","US0410","J'Tia",31,"Chicago","Illinois",3,11,4,"4th voted out",NA,"Luzon"
"884","US","US28","Survivor: Cagayan",28,"Cliff Robinson","US0411","Cliff",46,"Buffalo","New York",4,14,5,"5th voted out",NA,"Aparri"
"885","US","US28","Survivor: Cagayan",28,"Lindsey Ogle","US0412","Lindsey",29,"Kokomo","Indiana",4,14,6,"Quit",NA,"Aparri"
"886","US","US28","Survivor: Cagayan",28,"Alexis Maxwell","US0413","Alexis",21,"Addison","Illinois",5,16,7,"6th voted out",NA,"Solana"
"887","US","US28","Survivor: Cagayan",28,"Sarah Lacina","US0414","Sarah",29,"Cedar Rapids","Iowa",6,19,8,"7th voted out","1st jury member","Aparri"
"888","US","US28","Survivor: Cagayan",28,"Morgan McLeod","US0415","Morgan",21,"San Jose","California",7,22,9,"8th voted out","2nd jury member","Solana"
"889","US","US28","Survivor: Cagayan",28,"LJ McKanas","US0416","LJ",34,"Boston","Massachusetts",8,25,10,"9th voted out","3rd jury member","Solana"
"890","US","US28","Survivor: Cagayan",28,"Jeremiah Wood","US0417","Jeremiah",34,"Dobson","North Carolina",9,28,11,"10th voted out","4th jury member","Solana"
"891","US","US28","Survivor: Cagayan",28,"Jefra Bland","US0418","Jefra",22,"Campbellsville","Kentucky",10,30,12,"11th voted out","5th jury member","Solana"
"892","US","US28","Survivor: Cagayan",28,"Latasha Fox","US0419","Tasha",37,"St. Louis","Missouri",11,33,13,"12th voted out","6th jury member","Luzon"
"893","US","US28","Survivor: Cagayan",28,"Trish Hegarty","US0420","Trish",48,"Needham","Massachusetts",12,36,14,"13th voted out","7th jury member","Aparri"
"894","US","US28","Survivor: Cagayan",28,"Spencer Bledsoe","US0421","Spencer",21,"Chicago","Illinois",13,37,15,"14th voted out","8th jury member","Luzon"
"895","US","US28","Survivor: Cagayan",28,"Kassandra McQuillen","US0422","Kass",41,"Tehachapi","California",13,38,16,"15th voted out","9th jury member","Luzon"
"896","US","US28","Survivor: Cagayan",28,"Yung Hwang","US0423","Woo",29,"Newport Beach","California",14,39,17,"Runner-up",NA,"Aparri"
"897","US","US28","Survivor: Cagayan",28,"Tony Vlachos","US0424","Tony",39,"Jersey City","New Jersey",14,39,18,"Sole Survivor",NA,"Aparri"
"898","US","US29","Survivor: San Juan del Sur",29,"Nadiya Anderson","US0425","Nadiya",28,"Edgewater","New Jersey",1,3,1,"1st voted out",NA,"Coyopa"
"899","US","US29","Survivor: San Juan del Sur",29,"Val Collins","US0426","Val",35,"Foxboro","Massachusetts",2,6,2,"2nd voted out",NA,"Coyopa"
"900","US","US29","Survivor: San Juan del Sur",29,"John Rocker","US0427","John",39,"Atlanta","Georgia",3,8,3,"3rd voted out",NA,"Coyopa"
"901","US","US29","Survivor: San Juan del Sur",29,"Drew Christy","US0428","Drew",25,"Winter Park","Florida",4,10,4,"4th voted out",NA,"Hunahpu"
"902","US","US29","Survivor: San Juan del Sur",29,"Kelley Wentworth","US0429","Kelley",28,"Seattle","Washington",5,13,5,"5th voted out",NA,"Hunahpu"
"903","US","US29","Survivor: San Juan del Sur",29,"Dale Wentworth","US0430","Dale",55,"Ephrata","Washington",6,15,6,"6th voted out",NA,"Coyopa"
"904","US","US29","Survivor: San Juan del Sur",29,"Julie McGee","US0431","Julie",34,"Atlanta","Georgia",7,18,7,"Quit",NA,"Hunahpu"
"905","US","US29","Survivor: San Juan del Sur",29,"Josh Canfield","US0432","Josh",32,"New York City","New York",8,21,8,"7th voted out","1st jury member","Coyopa"
"906","US","US29","Survivor: San Juan del Sur",29,"Jeremy Collins","US0433","Jeremy",36,"Foxboro","Massachusetts",9,24,9,"8th voted out","2nd jury member","Hunahpu"
"907","US","US29","Survivor: San Juan del Sur",29,"Wes Nale","US0434","Wes",23,"Shreveport","Louisiana",10,26,10,"9th voted out","3rd jury member","Coyopa"
"908","US","US29","Survivor: San Juan del Sur",29,"Reed Kelly","US0435","Reed",31,"New York City","New York",11,29,11,"10th voted out","4th jury member","Hunahpu"
"909","US","US29","Survivor: San Juan del Sur",29,"Alec Christy","US0436","Alec",22,"Winter Park","Florida",12,32,12,"11th voted out","5th jury member","Coyopa"
"910","US","US29","Survivor: San Juan del Sur",29,"Jon Misch","US0437","Jon",26,"Waterford","Michigan",13,35,13,"12th voted out","6th jury member","Hunahpu"
"911","US","US29","Survivor: San Juan del Sur",29,"Baylor Wilson","US0438","Baylor",20,"Nashville","Tennessee",14,37,14,"13th voted out","7th jury member","Coyopa"
"912","US","US29","Survivor: San Juan del Sur",29,"Keith Nale","US0439","Keith",53,"Shreveport","Louisiana",14,38,15,"14th voted out","8th jury member","Hunahpu"
"913","US","US29","Survivor: San Juan del Sur",29,"Missy Payne","US0440","Missy",47,"Dallas","Texas",15,39,16,"2nd runner-up",NA,"Hunahpu"
"914","US","US29","Survivor: San Juan del Sur",29,"Jaclyn Schultz","US0441","Jaclyn",25,"Las Vegas","Nevada",15,39,17,"Runner-up",NA,"Coyopa"
"915","US","US29","Survivor: San Juan del Sur",29,"Natalie Anderson","US0442","Natalie",28,"Edgewater","New Jersey",15,39,18,"Sole Survivor",NA,"Hunahpu"
"916","US","US30","Survivor: Worlds Apart",30,"So Kim","US0443","So",31,"Long Beach","California",1,3,1,"1st voted out",NA,"Masaya"
"917","US","US30","Survivor: Worlds Apart",30,"Vince Sly","US0444","Vince",32,"Santa Monica","California",2,6,2,"2nd voted out",NA,"Nagarote"
"918","US","US30","Survivor: Worlds Apart",30,"Nina Poersch","US0445","Nina",51,"Palmdale","California",3,8,3,"3rd voted out",NA,"Nagarote"
"919","US","US30","Survivor: Worlds Apart",30,"Lindsey Cascaddan","US0446","Lindsey",24,"College Park","Florida",4,11,4,"4th voted out",NA,"Escameca"
"920","US","US30","Survivor: Worlds Apart",30,"Max Dawson","US0447","Max",37,"Topanga","California",5,14,5,"5th voted out",NA,"Masaya"
"921","US","US30","Survivor: Worlds Apart",30,"Joaquin Souberbielle","US0448","Joaquin",27,"Valley Stream","New York",6,16,6,"6th voted out",NA,"Masaya"
"922","US","US30","Survivor: Worlds Apart",30,"Kelly Remington","US0449","Kelly",44,"Grand Island","New York",7,19,7,"7th voted out",NA,"Escameca"
"923","US","US30","Survivor: Worlds Apart",30,"Hali Ford","US0450","Hali",25,"San Francisco","California",8,22,8,"8th voted out","1st jury member","Nagarote"
"924","US","US30","Survivor: Worlds Apart",30,"Joe Anglim","US0451","Joe",25,"Scottsdale","Arizona",9,24,9,"9th voted out","2nd jury member","Nagarote"
"925","US","US30","Survivor: Worlds Apart",30,"Jenn Brown","US0452","Jenn",22,"Long Beach","California",10,27,10,"10th voted out","3rd jury member","Nagarote"
"926","US","US30","Survivor: Worlds Apart",30,"Shirin Oskooi","US0453","Shirin",31,"San Francisco","California",11,29,11,"11th voted out","4th jury member","Masaya"
"927","US","US30","Survivor: Worlds Apart",30,"Tyler Fredrickson","US0454","Tyler",33,"Los Angeles","California",12,32,12,"12th voted out","5th jury member","Masaya"
"928","US","US30","Survivor: Worlds Apart",30,"Dan Foley","US0455","Dan",47,"Gorham","Maine",13,35,13,"13th voted out","6th jury member","Escameca"
"929","US","US30","Survivor: Worlds Apart",30,"Sierra Dawn Thomas","US0456","Sierra",27,"Roy","Utah",14,37,14,"14th voted out","7th jury member","Escameca"
"930","US","US30","Survivor: Worlds Apart",30,"Rodney Lavoie Jr.","US0457","Rodney",24,"Boston","Massachusetts",14,38,15,"15th voted out","8th jury member","Escameca"
"931","US","US30","Survivor: Worlds Apart",30,"Will Sims II","US0458","Will",41,"Sherman Oaks","California",15,39,16,"Co-runner-up",NA,"Nagarote"
"932","US","US30","Survivor: Worlds Apart",30,"Carolyn Rivera","US0459","Carolyn",52,"Tampa","Florida",15,39,17,"Co-runner-up",NA,"Masaya"
"933","US","US30","Survivor: Worlds Apart",30,"Mike Holloway","US0460","Mike",38,"North Richland Hills","Texas",15,39,18,"Sole Survivor",NA,"Escameca"
"934","US","US31","Survivor: Cambodia",31,"Vytas Baskauskas","US0402","Vytas",35,"Santa Monica","California",1,3,1,"1st voted out",NA,"Ta Keo"
"935","US","US31","Survivor: Cambodia",31,"Shirin Oskooi","US0453","Shirin",32,"San Francisco","California",2,6,2,"2nd voted out",NA,"Ta Keo"
"936","US","US31","Survivor: Cambodia",31,"Peih-Gee Law","US0233","Peih-Gee",37,"San Francisco","California",3,9,3,"3rd voted out",NA,"Ta Keo"
"937","US","US31","Survivor: Cambodia",31,"Jeff Varner","US0023","Jeff",49,"Greensboro","North Carolina",4,11,4,"4th voted out",NA,"Ta Keo"
"938","US","US31","Survivor: Cambodia",31,"Monica Padilla","US0295","Monica",30,"Queens","New York",5,13,5,"5th voted out",NA,"Bayon"
"939","US","US31","Survivor: Cambodia",31,"Terry Deitz","US0180","Terry",55,"Simsbury","Connecticut",5,13,6,"Withdrew",NA,"Ta Keo"
"940","US","US31","Survivor: Cambodia",31,"Yung Hwang","US0423","Woo",31,"Newport Beach","California",6,16,7,"6th voted out",NA,"Ta Keo"
"941","US","US31","Survivor: Cambodia",31,"Kassandra McQuillen","US0422","Kass",43,"Tehachapi","California",7,19,8,"7th voted out","1st jury member","Bayon"
"942","US","US31","Survivor: Cambodia",31,"Andrew Savage","US0105","Andrew",51,"San Jose","California",8,21,9,"8th voted out","2nd jury member","Bayon"
"943","US","US31","Survivor: Cambodia",31,"Kelly Wiglesworth","US0015","Kelly",37,"Greensboro","North Carolina",9,24,10,"9th voted out","3rd jury member","Ta Keo"
"944","US","US31","Survivor: Cambodia",31,"Ciera Eastin","US0406","Ciera",26,"Salem","Oregon",10,26,11,"10th voted out","4th jury member","Bayon"
"945","US","US31","Survivor: Cambodia",31,"Stephen Fishbach","US0280","Stephen",36,"New York City","New York",11,29,12,"11th voted out","5th jury member","Bayon"
"946","US","US31","Survivor: Cambodia",31,"Joe Anglim","US0451","Joe",26,"Scottsdale","Arizona",12,32,13,"12th voted out","6th jury member","Bayon"
"947","US","US31","Survivor: Cambodia",31,"Abi-Maria Gomes","US0383","Abi-Maria",35,"Los Angeles","California",13,35,14,"13th voted out","7th jury member","Ta Keo"
"948","US","US31","Survivor: Cambodia",31,"Kimmi Kappenberg","US0021","Kimmi",42,"The Woodlands","Texas",14,36,15,"14th voted out","8th jury member","Bayon"
"949","US","US31","Survivor: Cambodia",31,"Keith Nale","US0439","Keith",54,"Keithville","Louisiana",14,37,16,"15th voted out","9th jury member","Bayon"
"950","US","US31","Survivor: Cambodia",31,"Kelley Wentworth","US0429","Kelley",29,"Seattle","Washington",14,38,17,"16th voted out","10th jury member","Ta Keo"
"951","US","US31","Survivor: Cambodia",31,"Spencer Bledsoe","US0421","Spencer",22,"Chicago","Illinois",15,39,18,"Co-runner-up",NA,"Ta Keo"
"952","US","US31","Survivor: Cambodia",31,"Latasha Fox","US0419","Tasha",38,"St. Louis","Missouri",15,39,19,"Co-runner-up",NA,"Bayon"
"953","US","US31","Survivor: Cambodia",31,"Jeremy Collins","US0433","Jeremy",37,"Foxboro","Massachusetts",15,39,20,"Sole Survivor",NA,"Bayon"
"954","US","US32","Survivor: Kaoh Rong",32,"Darnell Hamilton","US0461","Darnell",27,"Chicago","Illinois",1,3,1,"1st voted out",NA,"To Tang"
"955","US","US32","Survivor: Kaoh Rong",32,"Jennifer Lanzetti","US0462","Jennifer",38,"Salt Lake City","Utah",2,6,2,"2nd voted out",NA,"To Tang"
"956","US","US32","Survivor: Kaoh Rong",32,"Elisabeth Markham","US0463","Liz",27,"New York City","New York",3,8,3,"3rd voted out",NA,"Chan Loh"
"957","US","US32","Survivor: Kaoh Rong",32,"Caleb Reynolds","US0464","Caleb",27,"Hopkinsville","Kentucky",4,9,4,"Medically evacuated",NA,"Gondol"
"958","US","US32","Survivor: Kaoh Rong",32,"Alecia Holden","US0465","Alecia",24,"Dallas","Texas",4,11,5,"4th voted out",NA,"To Tang"
"959","US","US32","Survivor: Kaoh Rong",32,"Anna Khait","US0466","Anna",26,"Brooklyn","New York",5,13,6,"5th voted out",NA,"Gondol"
"960","US","US32","Survivor: Kaoh Rong",32,"Peter Baggenstos","US0467","Peter",34,"Minneapolis","Minnesota",6,16,7,"6th voted out",NA,"Chan Loh"
"961","US","US32","Survivor: Kaoh Rong",32,"Neal Gottlieb","US0468","Neal",38,"Sausalito","California",7,19,8,"Medically evacuated",NA,"Chan Loh"
"962","US","US32","Survivor: Kaoh Rong",32,"Nick Maiorano","US0469","Nick",30,"Redondo Beach","California",8,22,9,"7th voted out","2nd jury member","Gondol"
"963","US","US32","Survivor: Kaoh Rong",32,"Debbie Wanner","US0470","Debbie",49,"Reading","Pennsylvania",9,24,10,"8th voted out","3rd jury member","Chan Loh"
"964","US","US32","Survivor: Kaoh Rong",32,"Scot Pollard","US0471","Scot",40,"Carmel","Indiana",10,27,11,"9th voted out","4th jury member","To Tang"
"965","US","US32","Survivor: Kaoh Rong",32,"Julia Sokolowski","US0472","Julia",19,"Boston","Massachusetts",11,29,12,"10th voted out","5th jury member","Gondol"
"966","US","US32","Survivor: Kaoh Rong",32,"Kyle Jason","US0473","Jason",31,"Detroit","Michigan",12,32,13,"11th voted out","6th jury member","To Tang"
"967","US","US32","Survivor: Kaoh Rong",32,"Joseph Del Campo","US0474","Joe",71,"Vero Beach","Florida",13,34,14,"Medically evacuated","7th jury member","Chan Loh"
"968","US","US32","Survivor: Kaoh Rong",32,"Cydney Gillon","US0475","Cydney",22,"Douglasville","Georgia",14,37,15,"12th voted out","8th jury member","To Tang"
"969","US","US32","Survivor: Kaoh Rong",32,"Tai Trang","US0476","Tai",51,"San Francisco","California",15,39,16,"2nd runner-up",NA,"Gondol"
"970","US","US32","Survivor: Kaoh Rong",32,"Aubry Bracco","US0477","Aubry",29,"Cambridge","Massachusetts",15,39,17,"Runner-up",NA,"Chan Loh"
"971","US","US32","Survivor: Kaoh Rong",32,"Michele Fitzgerald","US0478","Michele",24,"Freehold","New Jersey",15,39,18,"Sole Survivor",NA,"Gondol"
"972","US","US33","Survivor: Millennials vs. Gen X",33,"Rachel Ako","US0479","Rachel",37,"Los Angeles","California",1,4,1,"1st voted out",NA,"Takali"
"973","US","US33","Survivor: Millennials vs. Gen X",33,"Mari Takahashi","US0480","Mari",31,"Los Angeles","California",2,7,2,"2nd voted out",NA,"Vanua"
"974","US","US33","Survivor: Millennials vs. Gen X",33,"Paul Wachter","US0481","Paul",52,"Sugarloaf Key","Florida",3,10,3,"3rd voted out",NA,"Takali"
"975","US","US33","Survivor: Millennials vs. Gen X",33,"Lucy Huang","US0482","Lucy",42,"Diamond Bar","California",4,12,4,"4th voted out",NA,"Takali"
"976","US","US33","Survivor: Millennials vs. Gen X",33,"Ciandre Taylor","US0483","CeCe",39,"Granada Hills","California",5,15,5,"5th voted out",NA,"Takali"
"977","US","US33","Survivor: Millennials vs. Gen X",33,"Jessica Figueroa","US0484","Figgy",23,"Nashville","Tennessee",6,18,6,"6th voted out",NA,"Vanua"
"978","US","US33","Survivor: Millennials vs. Gen X",33,"Michaela Bradshaw","US0485","Michaela",25,"Fort Worth","Texas",7,20,7,"7th voted out",NA,"Vanua"
"979","US","US33","Survivor: Millennials vs. Gen X",33,"Michelle Schubert","US0486","Michelle",28,"Yakima","Washington",8,23,8,"8th voted out","1st jury member","Vanua"
"980","US","US33","Survivor: Millennials vs. Gen X",33,"Taylor Lee Stocker","US0487","Taylor",24,"Post Falls","Idaho",9,25,9,"9th voted out","2nd jury member","Vanua"
"981","US","US33","Survivor: Millennials vs. Gen X",33,"Chris Hammons","US0488","Chris",38,"Moore","Oklahoma",10,28,10,"10th voted out","3rd jury member","Takali"
"982","US","US33","Survivor: Millennials vs. Gen X",33,"Jessica Lewis","US0489","Jessica",37,"Voorheesville","New York",10,30,11,"Eliminated","4th jury member","Takali"
"983","US","US33","Survivor: Millennials vs. Gen X",33,"Zeke Smith","US0490","Zeke",28,"Brooklyn","New York",11,33,12,"12th voted out","5th jury member","Vanua"
"984","US","US33","Survivor: Millennials vs. Gen X",33,"Will Wahl","US0491","Will",18,"Long Valley","New Jersey",12,34,13,"13th voted out","6th jury member","Vanua"
"985","US","US33","Survivor: Millennials vs. Gen X",33,"Sunday Burquest","US0492","Sunday",45,"Otsego","Minnesota",12,35,14,"14th voted out","7th jury member","Takali"
"986","US","US33","Survivor: Millennials vs. Gen X",33,"Justin Starrett","US0493","Jay",27,"Fort Lauderdale","Florida",13,36,15,"15th voted out","8th jury member","Vanua"
"987","US","US33","Survivor: Millennials vs. Gen X",33,"Bret LaBelle","US0494","Bret",42,"Dedham","Massachusetts",13,37,16,"16th voted out","9th jury member","Takali"
"988","US","US33","Survivor: Millennials vs. Gen X",33,"David Wright","US0495","David",42,"Sherman Oaks","California",13,38,17,"17th voted out","10th jury member","Takali"
"989","US","US33","Survivor: Millennials vs. Gen X",33,"Hannah Shapiro","US0496","Hannah",24,"West Hollywood","California",14,39,18,"Co-runner-up",NA,"Vanua"
"990","US","US33","Survivor: Millennials vs. Gen X",33,"Ken McNickle","US0497","Ken",33,"Denver","Colorado",14,39,19,"Co-runner-up",NA,"Takali"
"991","US","US33","Survivor: Millennials vs. Gen X",33,"Adam Klein","US0498","Adam",25,"San Francisco","California",14,39,20,"Sole Survivor",NA,"Vanua"
"992","US","US34","Survivor: Game Changers",34,"Ciera Eastin","US0406","Ciera",27,"Salem","Oregon",1,3,1,"1st voted out",NA,"Mana"
"993","US","US34","Survivor: Game Changers",34,"Tony Vlachos","US0424","Tony",42,"Jersey City","New Jersey",1,6,2,"2nd voted out",NA,"Mana"
"994","US","US34","Survivor: Game Changers",34,"Caleb Reynolds","US0464","Caleb",28,"Hopkinsville","Kentucky",2,9,3,"3rd voted out",NA,"Mana"
"995","US","US34","Survivor: Game Changers",34,"Malcolm Freberg","US0384","Malcolm",29,"Hermosa Beach","California",3,11,4,"4th voted out",NA,"Mana"
"996","US","US34","Survivor: Game Changers",34,"James Thomas Jr.","US0281","J.T.",31,"Mobile","Alabama",4,13,5,"5th voted out",NA,"Nuku"
"997","US","US34","Survivor: Game Changers",34,"Sandra Diaz-Twine","US0112","Sandra",41,"Fayetteville","North Carolina",5,16,6,"6th voted out",NA,"Mana"
"998","US","US34","Survivor: Game Changers",34,"Jeff Varner","US0023","Jeff",50,"High Point","North Carolina",6,18,7,"7th voted out",NA,"Mana"
"999","US","US34","Survivor: Game Changers",34,"Hali Ford","US0450","Hali",26,"Knoxville","Tennessee",7,21,8,"8th voted out","1st jury member","Mana"
"1000","US","US34","Survivor: Game Changers",34,"Oscar Lusth","US0201","Ozzy",34,"Venice","California",7,24,9,"9th voted out","2nd jury member","Nuku"
"1001","US","US34","Survivor: Game Changers",34,"Debbie Wanner","US0470","Debbie",51,"Reading","Pennsylvania",8,26,10,"10th voted out","3rd jury member","Nuku"
"1002","US","US34","Survivor: Game Changers",34,"Zeke Smith","US0490","Zeke",28,"Brooklyn","New York",9,29,11,"11th voted out","4th jury member","Nuku"
"1003","US","US34","Survivor: Game Changers",34,"Sierra Dawn Thomas","US0456","Sierra",29,"Roy","Utah",10,32,12,"12th voted out","5th jury member","Nuku"
"1004","US","US34","Survivor: Game Changers",34,"Andrea Boehlke","US0333","Andrea",27,"New York City","New York",11,33,13,"13th voted out","6th jury member","Nuku"
"1005","US","US34","Survivor: Game Changers",34,"Michaela Bradshaw","US0485","Michaela",25,"Fort Worth","Texas",11,35,14,"14th voted out","7th jury member","Mana"
"1006","US","US34","Survivor: Game Changers",34,"Cirie Fields","US0179","Cirie",45,"Norwalk","Connecticut",12,36,15,"Eliminated","8th jury member","Nuku"
"1007","US","US34","Survivor: Game Changers",34,"Aubry Bracco","US0477","Aubry",30,"Cambridge","Massachusetts",12,37,16,"15th voted out","9th jury member","Mana"
"1008","US","US34","Survivor: Game Changers",34,"Tai Trang","US0476","Tai",52,"San Francisco","California",12,38,17,"16th voted out","10th jury member","Nuku"
"1009","US","US34","Survivor: Game Changers",34,"Troy Robertson","US0364","Troyzan",54,"Miami","Florida",14,39,18,"2nd runner-up",NA,"Mana"
"1010","US","US34","Survivor: Game Changers",34,"Brad Culpepper","US0401","Brad",47,"Tampa","Florida",14,39,19,"Runner-up",NA,"Nuku"
"1011","US","US34","Survivor: Game Changers",34,"Sarah Lacina","US0414","Sarah",32,"Marion","Iowa",14,39,20,"Sole Survivor",NA,"Nuku"
"1012","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Katrina Radke","US0499","Katrina",46,"Excelsior","Minnesota",1,3,1,"1st voted out",NA,"Levu"
"1013","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Simone Nguyen","US0500","Simone",25,"New York City","New York",2,6,2,"2nd voted out",NA,"Yawa"
"1014","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Patrick Bolton","US0501","Patrick",24,"Auburn","Alabama",3,8,3,"3rd voted out",NA,"Yawa"
"1015","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Alan Ball","US0502","Alan",32,"Houston","Texas",4,11,4,"4th voted out",NA,"Levu"
"1016","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Roark Luskin","US0503","Roark",27,"Santa Monica","California",5,14,5,"5th voted out",NA,"Soko"
"1017","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Alexandrea Elliott","US0504","Ali",24,"Los Angeles","California",6,16,6,"6th voted out",NA,"Yawa"
"1018","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Jessica Johnston","US0505","Jessica",29,"Louisville","Kentucky",7,19,7,"7th voted out",NA,"Soko"
"1019","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Desiree Williams","US0506","Desi",27,"Newport News","Virginia",8,21,8,"8th voted out","1st jury member","Soko"
"1020","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Cole Medders","US0507","Cole",24,"Little Rock","Arkansas",9,24,9,"9th voted out","2nd jury member","Soko"
"1021","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"John Hilsabeck","US0508","JP",28,"Los Angeles","California",10,27,10,"10th voted out","3rd jury member","Levu"
"1022","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Joe Mena","US0509","Joe",34,"Tolland","Connecticut",10,30,11,"11th voted out","4th jury member","Soko"
"1023","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Lauren Rimmer","US0510","Lauren",35,"Beaufort","North Carolina",11,33,12,"12th voted out","5th jury member","Yawa"
"1024","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Ashley Nolan","US0511","Ashley",26,"Satellite Beach","Florida",12,36,13,"13th voted out","6th jury member","Levu"
"1025","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Mike Zahalsky","US0512","Mike",43,"Parkland","Florida",13,37,14,"14th voted out","7th jury member","Soko"
"1026","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Devon Pinto","US0513","Devon",23,"Solana Beach","California",13,38,15,"Eliminated","8th jury member","Yawa"
"1027","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Ryan Ulrich","US0514","Ryan",23,"North Arlington","New Jersey",14,39,16,"2nd runner-up",NA,"Yawa"
"1028","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Chrissy Hofbeck","US0515","Chrissy",46,"Lebanon Township","New Jersey",14,39,17,"Runner-up",NA,"Levu"
"1029","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,"Ben Driebergen","US0516","Ben",34,"Boise","Idaho",14,39,18,"Sole Survivor",NA,"Levu"
"1030","US","US36","Survivor: Ghost Island",36,"Stephanie Gonzalez","US0517","Gonzalez",26,"Ocala","Florida",1,3,1,"1st voted out",NA,"Malolo"
"1031","US","US36","Survivor: Ghost Island",36,"Jacob Derwin","US0518","Jacob",22,"Brooklyn","New York",1,6,2,"2nd voted out",NA,"Malolo"
"1032","US","US36","Survivor: Ghost Island",36,"Morgan Ricke","US0519","Morgan",29,"Orlando","Florida",2,9,3,"3rd voted out",NA,"Naviti"
"1033","US","US36","Survivor: Ghost Island",36,"Brendan Shapiro","US0520","Brendan",40,"Herndon","Virginia",3,12,4,"4th voted out",NA,"Malolo"
"1034","US","US36","Survivor: Ghost Island",36,"Stephanie Johnson","US0521","Stephanie",34,"Chicago","Illinois",4,14,5,"5th voted out",NA,"Malolo"
"1035","US","US36","Survivor: Ghost Island",36,"James Lim","US0522","James",24,"New York City","New York",5,17,6,"6th voted out",NA,"Malolo"
"1036","US","US36","Survivor: Ghost Island",36,"Bradley Kleihege","US0523","Bradley",26,"Los Angeles","California",6,19,7,"7th voted out",NA,"Naviti"
"1037","US","US36","Survivor: Ghost Island",36,"Chris Noble","US0524","Chris",27,"Brooklyn","New York",7,22,8,"8th voted out","1st jury member","Naviti"
"1038","US","US36","Survivor: Ghost Island",36,"Libby Vincek","US0525","Libby",24,"Houston","Texas",8,25,9,"9th voted out","2nd jury member","Malolo"
