"","version","version_season","season_name","season","full_name","castaway_id","castaway","age","city","state","episode","day","order","result","jury_status","original_tribe"
"686","US","US18","Survivor: Tocantins",18,"Candace Smith","US0267","Candace",31,"Los Angeles","California",2,6,2,"2nd voted out",NA,"Timbira"
"687","US","US18","Survivor: Tocantins",18,"Jerry Sims","US0268","Jerry",49,"Rock Hill","South Carolina",3,9,3,"3rd voted out",NA,"Timbira"
"688","US","US18","Survivor: Tocantins",18,"Sandy Burgin","US0269","Sandy",53,"Louisville","Kentucky",4,12,4,"4th voted out",NA,"Jalapao"
"689","US","US18","Survivor: Tocantins",18,"Spencer Duhm","US0270","Spencer",19,"Gainesville","Florida",5,15,5,"5th voted out",NA,"Jalapao"
"690","US","US18","Survivor: Tocantins",18,"Sydney Wheeler","US0271","Sydney",24,"San Diego","California",7,18,6,"6th voted out",NA,"Jalapao"
"691","US","US18","Survivor: Tocantins",18,"Joe Dowdle","US0272","Joe",26,"Austin","Texas",8,20,7,"Medically evacuated",NA,"Jalapao"
"692","US","US18","Survivor: Tocantins",18,"Brendan Synnott","US0273","Brendan",30,"Vail","Colorado",9,24,8,"7th voted out","1st jury member","Timbira"
"693","US","US18","Survivor: Tocantins",18,"Tyson Apostol","US0274","Tyson",29,"Heber City","Utah",10,27,9,"8th voted out","2nd jury member","Timbira"
"694","US","US18","Survivor: Tocantins",18,"Sierra Reed","US0275","Sierra",23,"Los Angeles","California",11,30,10,"9th voted out","3rd jury member","Timbira"
"695","US","US18","Survivor: Tocantins",18,"Debra Beebe","US0276","Debbie",46,"Auburn","Alabama",12,33,11,"10th voted out","4th jury member","Timbira"
"696","US","US18","Survivor: Tocantins",18,"Benjamin Wade","US0277","Coach",37,"Bolivar","Missouri",13,36,12,"11th voted out","5th jury member","Timbira"
"697","US","US18","Survivor: Tocantins",18,"Tamara Johnson-George","US0278","Taj",37,"Nashville","Tennessee",14,37,13,"12th voted out","6th jury member","Jalapao"
"698","US","US18","Survivor: Tocantins",18,"Erinn Lobdell","US0279","Erinn",26,"Milwaukee","Wisconsin",14,38,14,"13th voted out","7th jury member","Timbira"
"699","US","US18","Survivor: Tocantins",18,"Stephen Fishbach","US0280","Stephen",29,"New York City","New York",15,39,15,"Runner-up",NA,"Jalapao"
"700","US","US18","Survivor: Tocantins",18,"James Thomas Jr.","US0281","J.T.",24,"Mobile","Alabama",15,39,16,"Sole Survivor",NA,"Jalapao"
"701","US","US19","Survivor: Samoa",19,"Marisa Calihan","US0282","Marisa",26,"Cincinnati","Ohio",1,3,1,"1st voted out",NA,"Foa Foa"
"702","US","US19","Survivor: Samoa",19,"Mike Borassi","US0283","Mike",62,"Marina del Rey","California",2,5,2,"Medically evacuated",NA,"Foa Foa"
"703","US","US19","Survivor: Samoa",19,"Betsy Bolan","US0284","Betsy",48,"Campton","New Hampshire",2,6,3,"2nd voted out",NA,"Foa Foa"
"704","US","US19","Survivor: Samoa",19,"Ben Browning","US0285","Ben",28,"Los Angeles","California",3,8,4,"3rd voted out",NA,"Foa Foa"
"705","US","US19","Survivor: Samoa",19,"Yasmin Giles","US0286","Yasmin",33,"Los Angeles","California",4,11,5,"4th voted out",NA,"Galu"
"706","US","US19","Survivor: Samoa",19,"Ashley Trainer","US0287","Ashley",22,"Maple Grove","Minnesota",5,14,6,"5th voted out",NA,"Foa Foa"
"707","US","US19","Survivor: Samoa",19,"Russell Swan","US0288","Russell S.",42,"Glenside","Pennsylvania",6,15,7,"Medically evacuated",NA,"Galu"
"708","US","US19","Survivor: Samoa",19,"Elizabeth Kim","US0289","Liz",33,"New York City","New York",7,18,8,"6th voted out",NA,"Foa Foa"
"709","US","US19","Survivor: Samoa",19,"Erik Cardona","US0290","Erik",28,"Los Angeles","California",8,21,9,"7th voted out","1st jury member","Galu"
"710","US","US19","Survivor: Samoa",19,"Kelly Sharbaugh","US0291","Kelly",25,"San Diego","California",9,24,10,"8th voted out","2nd jury member","Galu"
"711","US","US19","Survivor: Samoa",19,"Laura Morett","US0292","Laura",39,"Salem","Oregon",10,27,11,"9th voted out","3rd jury member","Galu"
"712","US","US19","Survivor: Samoa",19,"John Fincher","US0293","John",25,"Santa Monica","California",12,30,12,"10th voted out","4th jury member","Galu"
"713","US","US19","Survivor: Samoa",19,"Dave Ball","US0294","Dave",38,"Los Angeles","California",13,31,13,"11th voted out","5th jury member","Galu"
"714","US","US19","Survivor: Samoa",19,"Monica Padilla","US0295","Monica",25,"San Diego","California",13,33,14,"12th voted out","6th jury member","Galu"
"715","US","US19","Survivor: Samoa",19,"Shannon Waters","US0296","Shambo",45,"Renton","Washington",14,36,15,"13th voted out","7th jury member","Galu"
"716","US","US19","Survivor: Samoa",19,"Jaison Robinson","US0297","Jaison",28,"Chicago","Illinois",15,37,16,"14th voted out","8th jury member","Foa Foa"
"717","US","US19","Survivor: Samoa",19,"Brett Clouser","US0298","Brett",23,"Los Angeles","California",15,38,17,"15th voted out","9th jury member","Galu"
"718","US","US19","Survivor: Samoa",19,"Mick Trimming","US0299","Mick",33,"Los Angeles","California",16,39,18,"2nd runner-up",NA,"Foa Foa"
"719","US","US19","Survivor: Samoa",19,"Russell Hantz","US0300","Russell H.",36,"Dayton","Texas",16,39,19,"Runner-up",NA,"Foa Foa"
"720","US","US19","Survivor: Samoa",19,"Natalie White","US0301","Natalie",26,"Van Buren","Arkansas",16,39,20,"Sole Survivor",NA,"Foa Foa"
"721","US","US20","Survivor: Heroes vs. Villains",20,"Jessica Kiper","US0263","Sugar",30,"Los Angeles","California",1,3,1,"1st voted out",NA,"Heroes"
"722","US","US20","Survivor: Heroes vs. Villains",20,"Stephenie LaGrossa","US0144","Stephenie",29,"Philadelphia","Pennsylvania",2,6,2,"2nd voted out",NA,"Heroes"
"723","US","US20","Survivor: Heroes vs. Villains",20,"Randy Bailey","US0258","Randy",50,"Austin","Texas",3,8,3,"3rd voted out",NA,"Villains"
"724","US","US20","Survivor: Heroes vs. Villains",20,"Cirie Fields","US0179","Cirie",39,"Norwalk","Connecticut",4,11,4,"4th voted out",NA,"Heroes"
"725","US","US20","Survivor: Heroes vs. Villains",20,"Tom Westman","US0150","Tom",45,"New York City","New York",5,14,5,"5th voted out",NA,"Heroes"
"726","US","US20","Survivor: Heroes vs. Villains",20,"Tyson Apostol","US0274","Tyson",30,"Heber City","Utah",6,15,6,"6th voted out",NA,"Villains"
"727","US","US20","Survivor: Heroes vs. Villains",20,"James Clement","US0231","James",32,"Lafayette","Louisiana",6,15,7,"7th voted out",NA,"Heroes"
"728","US","US20","Survivor: Heroes vs. Villains",20,"Rob Mariano","US0055","Boston Rob",33,"Pensacola","Florida",7,18,8,"8th voted out",NA,"Villains"
"729","US","US20","Survivor: Heroes vs. Villains",20,"Benjamin Wade","US0277","Coach",38,"Susanville","California",8,21,9,"9th voted out","1st jury member","Villains"
"730","US","US20","Survivor: Heroes vs. Villains",20,"Courtney Yates","US0236","Courtney",28,"New York City","New York",9,24,10,"10th voted out","2nd jury member","Villains"
"731","US","US20","Survivor: Heroes vs. Villains",20,"James Thomas Jr.","US0281","J.T.",25,"Mobile","Alabama",10,27,11,"11th voted out","3rd jury member","Heroes"
"732","US","US20","Survivor: Heroes vs. Villains",20,"Amanda Kimmel","US0235","Amanda",25,"Los Angeles","California",11,30,12,"12th voted out","4th jury member","Heroes"
"733","US","US20","Survivor: Heroes vs. Villains",20,"Candice Woodcock","US0195","Candice",26,"Washington","D.C.",12,31,13,"13th voted out","5th jury member","Heroes"
"734","US","US20","Survivor: Heroes vs. Villains",20,"Danielle DiLorenzo","US0181","Danielle",28,"Los Angeles","California",12,33,14,"14th voted out","6th jury member","Villains"
"735","US","US20","Survivor: Heroes vs. Villains",20,"Rupert Boneham","US0107","Rupert",45,"Indianapolis","Indiana",13,36,15,"15th voted out","7th jury member","Heroes"
"736","US","US20","Survivor: Heroes vs. Villains",20,"Colby Donaldson","US0031","Colby",35,"Los Angeles","California",14,37,16,"16th voted out","8th jury member","Heroes"
"737","US","US20","Survivor: Heroes vs. Villains",20,"Jerri Manthey","US0025","Jerri",38,"Los Angeles","California",14,38,17,"17th voted out","9th jury member","Villains"
"738","US","US20","Survivor: Heroes vs. Villains",20,"Russell Hantz","US0300","Russell",36,"Dayton","Texas",15,39,18,"2nd Runner-up",NA,"Villains"
"739","US","US20","Survivor: Heroes vs. Villains",20,"Parvati Shallow","US0197","Parvati",26,"Los Angeles","California",15,39,19,"Runner-up",NA,"Villains"
"740","US","US20","Survivor: Heroes vs. Villains",20,"Sandra Diaz-Twine","US0112","Sandra",35,"Fayetteville","North Carolina",15,39,20,"Sole Survivor",NA,"Villains"
"741","US","US21","Survivor: Nicaragua",21,"Wendy-Jo DeSmidt-Kohlhoff","US0302","Wendy",48,"Fromberg","Montana",1,3,1,"1st voted out",NA,"Espada"
"742","US","US21","Survivor: Nicaragua",21,"Shannon Elkins","US0303","Shannon",30,"Lafayette","Louisiana",2,6,2,"2nd voted out",NA,"La Flor"
"743","US","US21","Survivor: Nicaragua",21,"Jimmy Johnson","US0304","Jimmy J.",67,"Islamorada","Florida",3,8,3,"3rd voted out",NA,"Espada"
"744","US","US21","Survivor: Nicaragua",21,"James Tarantino","US0305","Jimmy T.",48,"Gloucester","Massachusetts",4,11,4,"4th voted out",NA,"Espada"
"745","US","US21","Survivor: Nicaragua",21,"Tyrone Davis","US0306","Tyrone",42,"Inglewood","California",5,14,5,"5th voted out",NA,"Espada"
"746","US","US21","Survivor: Nicaragua",21,"Kelly Bruno","US0307","Kelly B.",26,"Durham","North Carolina",6,15,6,"6th voted out",NA,"La Flor"
"747","US","US21","Survivor: Nicaragua",21,"Yve Rojas","US0308","Yve",41,"Kansas City","Missouri",6,15,7,"7th voted out",NA,"Espada"
"748","US","US21","Survivor: Nicaragua",21,"Jill Behm","US0309","Jill",43,"Erie","Pennsylvania",7,18,8,"8th voted out",NA,"Espada"
"749","US","US21","Survivor: Nicaragua",21,"Alina Wilson","US0310","Alina",23,"Downey","California",8,22,9,"9th voted out","1st jury member","La Flor"
"750","US","US21","Survivor: Nicaragua",21,"Marty Piombo","US0311","Marty",48,"Mill Valley","California",9,24,10,"10th voted out","2nd jury member","Espada"
"751","US","US21","Survivor: Nicaragua",21,"Brenda Lowe","US0312","Brenda",27,"Miami","Florida",10,27,11,"11th voted out","3rd jury member","La Flor"
"752","US","US21","Survivor: Nicaragua",21,"NaOnka Mixon","US0313","NaOnka",27,"Los Angeles","California",11,28,12,"Quit","4th jury member","La Flor"
"753","US","US21","Survivor: Nicaragua",21,"Kelly Shinn","US0314","Purple Kelly",20,"Mesa","Arizona",11,28,13,"Quit","5th jury member","La Flor"
"754","US","US21","Survivor: Nicaragua",21,"Ben Henry","US0315","Benry",24,"Los Angeles","California",13,32,14,"12th voted out","6th jury member","La Flor"
"755","US","US21","Survivor: Nicaragua",21,"Jane Bright","US0316","Jane",56,"Jackson Springs","North Carolina",14,36,15,"13th voted out","7th jury member","Espada"
"756","US","US21","Survivor: Nicaragua",21,"Dan Lembo","US0317","Dan",63,"Water Mill","New York",15,37,16,"14th voted out","8th jury member","Espada"
"757","US","US21","Survivor: Nicaragua",21,"Holly Hoffman","US0318","Holly",44,"Eureka","South Dakota",15,38,17,"15th voted out","9th jury member","Espada"
"758","US","US21","Survivor: Nicaragua",21,"Matthew Lenahan","US0319","Sash",30,"New York City","New York",16,39,18,"2nd runner-up",NA,"La Flor"
"759","US","US21","Survivor: Nicaragua",21,"Chase Rice","US0320","Chase",24,"Fairview","North Carolina",16,39,19,"Runner-up",NA,"La Flor"
"760","US","US21","Survivor: Nicaragua",21,"Jud Birza","US0321","Fabio",21,"Venice","California",16,39,20,"Sole Survivor",NA,"La Flor"
"761","US","US22","Survivor: Redemption Island",22,"Francesca Hogi","US0322","Francesca",36,"Washington","D.C.",1,3,1,"1st voted out",NA,"Ometepe"
"762","US","US22","Survivor: Redemption Island",22,"Matt Elrod","US0323","Matt",22,"Nashville","Tennessee",2,5,2,"2nd voted out",NA,"Ometepe"
"763","US","US22","Survivor: Redemption Island",22,"Russell Hantz","US0300","Russell",37,"Dayton","Texas",3,8,3,"3rd voted out",NA,"Zapatera"
"764","US","US22","Survivor: Redemption Island",22,"Kristina Kell","US0324","Kristina",46,"Malibu","California",4,11,4,"4th voted out",NA,"Ometepe"
"765","US","US22","Survivor: Redemption Island",22,"Krista Klumpp","US0325","Krista",25,"Columbia","South Carolina",5,13,5,"5th voted out",NA,"Zapatera"
"766","US","US22","Survivor: Redemption Island",22,"Stephanie Valencia","US0326","Stephanie",26,"Long Beach","California",6,16,6,"6th voted out",NA,"Zapatera"
"767","US","US22","Survivor: Redemption Island",22,"Sarita White","US0327","Sarita",36,"Santa Monica","California",7,18,7,"7th voted out",NA,"Zapatera"
"768","US","US22","Survivor: Redemption Island",22,"Matt Elrod","US0323","Matt",22,"Nashville","Tennessee",8,21,8,"8th voted out","6th jury member","Ometepe"
"769","US","US22","Survivor: Redemption Island",22,"Mike Chiesl","US0328","Mike",31,"Del Mar","California",9,22,9,"9th voted out","7th jury member","Zapatera"
"770","US","US22","Survivor: Redemption Island",22,"David Murphy","US0329","David",31,"West Hollywood","California",9,24,10,"10th voted out","1st jury member","Zapatera"
"771","US","US22","Survivor: Redemption Island",22,"Julie Wolfe","US0330","Julie",50,"Oceanside","California",10,27,11,"11th voted out","2nd jury member","Zapatera"
"772","US","US22","Survivor: Redemption Island",22,"Ralph Kiser","US0331","Ralph",45,"Lebanon","Virginia",11,30,12,"12th voted out","4th jury member","Zapatera"
"773","US","US22","Survivor: Redemption Island",22,"Steve Wright","US0332","Steve",51,"Huntington Beach","California",11,30,13,"13th voted out","3rd jury member","Zapatera"
"774","US","US22","Survivor: Redemption Island",22,"Andrea Boehlke","US0333","Andrea",21,"Random Lake","Wisconsin",12,32,14,"14th voted out",NA,"Ometepe"
"775","US","US22","Survivor: Redemption Island",22,"Grant Mattos","US0334","Grant",29,"West Hollywood","California",13,35,15,"15th voted out","5th jury member","Ometepe"
"776","US","US22","Survivor: Redemption Island",22,"Andrea Boehlke","US0333","Andrea",21,"Random Lake","Wisconsin",14,37,16,"16th voted out","8th jury member","Ometepe"
"777","US","US22","Survivor: Redemption Island",22,"Ashley Underwood","US0335","Ashley",25,"Benton","Maine",14,38,17,"17th voted out","9th jury member","Ometepe"
"778","US","US22","Survivor: Redemption Island",22,"Natalie Tenerelli","US0336","Natalie",19,"Acton","California",15,39,18,"2nd runner-up",NA,"Ometepe"
"779","US","US22","Survivor: Redemption Island",22,"Phillip Sheppard","US0337","Phillip",52,"Santa Monica","California",15,39,19,"Runner-up",NA,"Ometepe"
"780","US","US22","Survivor: Redemption Island",22,"Rob Mariano","US0055","Boston Rob",34,"Pensacola","Florida",15,39,20,"Sole Survivor",NA,"Ometepe"
"781","US","US23","Survivor: South Pacific",23,"Semhar Tadesse","US0338","Semhar",24,"Los Angeles","California",1,3,1,"1st voted out",NA,"Savaii"
"782","US","US23","Survivor: South Pacific",23,"Christine Shields Markoski","US0339","Christine",39,"Merrick","New York",2,5,2,"2nd voted out",NA,"Upolu"
"783","US","US23","Survivor: South Pacific",23,"Mark Caruso","US0340","Papa Bear",48,"Forest Hills","New York",3,8,3,"3rd voted out",NA,"Savaii"
"784","US","US23","Survivor: South Pacific",23,"Stacey Powell","US0341","Stacey",44,"Grand Prairie","Texas",4,11,4,"4th voted out",NA,"Upolu"
"785","US","US23","Survivor: South Pacific",23,"Elyse Umemoto","US0342","Elyse",27,"Las Vegas","Nevada",5,14,5,"5th voted out",NA,"Savaii"
"786","US","US23","Survivor: South Pacific",23,"Mikayla Wingle","US0343","Mikayla",22,"Tampa","Florida",6,16,6,"6th voted out",NA,"Upolu"
"787","US","US23","Survivor: South Pacific",23,"Oscar Lusth","US0201","Ozzy",29,"Venice","California",7,18,7,"7th voted out",NA,"Savaii"
"788","US","US23","Survivor: South Pacific",23,"Keith Tollefson","US0344","Keith",26,"Edina","Minnesota",8,21,8,"8th voted out","2nd jury member","Savaii"
"789","US","US23","Survivor: South Pacific",23,"Oscar Lusth","US0201","Ozzy",29,"Venice","California",9,22,9,"9th voted out",NA,"Savaii"
"790","US","US23","Survivor: South Pacific",23,"Jim Rice","US0345","Jim",35,"Denver","Colorado",9,24,10,"10th voted out","1st jury member","Savaii"
"791","US","US23","Survivor: South Pacific",23,"Dawn Meehan","US0346","Dawn",41,"South Jordan","Utah",10,27,11,"11th voted out","3rd jury member","Savaii"
"792","US","US23","Survivor: South Pacific",23,"Whitney Duncan","US0347","Whitney",27,"Nashville","Tennessee",10,27,12,"12th voted out","4th jury member","Savaii"
"793","US","US23","Survivor: South Pacific",23,"John Cochran","US0348","Cochran",24,"Washington","D.C.",12,30,13,"13th voted out","5th jury member","Savaii"
"794","US","US23","Survivor: South Pacific",23,"Edna Ma","US0349","Edna",35,"Los Angeles","California",13,32,14,"14th voted out","6th jury member","Upolu"
"795","US","US23","Survivor: South Pacific",23,"Brandon Hantz","US0350","Brandon",19,"Katy","Texas",14,35,15,"15th voted out","7th jury member","Upolu"
"796","US","US23","Survivor: South Pacific",23,"Rick Nelson","US0351","Rick",51,"Aurora","Utah",15,37,16,"16th voted out","8th jury member","Upolu"
"797","US","US23","Survivor: South Pacific",23,"Oscar Lusth","US0201","Ozzy",29,"Venice","California",15,38,17,"17th voted out","9th jury member","Savaii"
"798","US","US23","Survivor: South Pacific",23,"Albert Destrade","US0352","Albert",26,"Plantation","Florida",16,39,18,"2nd runner-up",NA,"Upolu"
"799","US","US23","Survivor: South Pacific",23,"Benjamin Wade","US0277","Coach",39,"Susanville","California",16,39,19,"Runner-up",NA,"Upolu"
"800","US","US23","Survivor: South Pacific",23,"Sophie Clarke","US0353","Sophie",22,"Willsboro","New York",16,39,20,"Sole Survivor",NA,"Upolu"
"801","US","US24","Survivor: One World",24,"Kourtney Moon","US0354","Kourtney",29,"Austin","Texas",1,3,1,"Medically evacuated",NA,"Salani"
"802","US","US24","Survivor: One World",24,"Nina Acosta","US0355","Nina",51,"Clovis","California",2,5,2,"1st voted out",NA,"Salani"
"803","US","US24","Survivor: One World",24,"Matt Quinlan","US0356","Matt",33,"San Francisco","California",3,8,3,"2nd voted out",NA,"Manono"
"804","US","US24","Survivor: One World",24,"Bill Posley","US0357","Bill",28,"Venice","California",4,11,4,"3rd voted out",NA,"Manono"
"805","US","US24","Survivor: One World",24,"Monica Culpepper","US0358","Monica",41,"Tampa","Florida",5,14,5,"4th voted out",NA,"Salani"
"806","US","US24","Survivor: One World",24,"Colton Cumbie","US0359","Colton",21,"Monroeville","Alabama",6,16,6,"Medically evacuated",NA,"Manono"
"807","US","US24","Survivor: One World",24,"Jonas Otsuji","US0360","Jonas",37,"Lehi","Utah",7,20,7,"5th voted out","1st jury member","Manono"
"808","US","US24","Survivor: One World",24,"Michael Jefferson","US0361","Michael",30,"Seattle","Washington",8,22,8,"6th voted out","2nd jury member","Manono"
"809","US","US24","Survivor: One World",24,"Jay Byars","US0362","Jay",25,"Gaffney","South Carolina",9,25,9,"7th voted out","3rd jury member","Manono"
"810","US","US24","Survivor: One World",24,"Leif Manson","US0363","Leif",27,"San Diego","California",10,27,10,"8th voted out","4th jury member","Manono"
"811","US","US24","Survivor: One World",24,"Troy Robertson","US0364","Troyzan",50,"Miami","Florida",11,30,11,"9th voted out","5th jury member","Manono"
"812","US","US24","Survivor: One World",24,"Kat Edorsson","US0365","Kat",22,"Orlando","Florida",12,33,12,"10th voted out","6th jury member","Salani"
"813","US","US24","Survivor: One World",24,"Greg Smith","US0366","Tarzan",64,"Houston","Texas",13,36,13,"11th voted out","7th jury member","Manono"
"814","US","US24","Survivor: One World",24,"Alicia Rosa","US0367","Alicia",25,"Chicago","Illinois",14,37,14,"12th voted out","8th jury member","Salani"
"815","US","US24","Survivor: One World",24,"Christina Cha","US0368","Christina",29,"Hollywood","California",14,38,15,"13th voted out","9th jury member","Salani"
"816","US","US24","Survivor: One World",24,"Chelsea Meissner","US0369","Chelsea",26,"Charleston","South Carolina",15,39,16,"2nd runner-up",NA,"Salani"
"817","US","US24","Survivor: One World",24,"Sabrina Thompson","US0370","Sabrina",33,"Brooklyn","New York",15,39,17,"Runner-up",NA,"Salani"
"818","US","US24","Survivor: One World",24,"Kim Spradlin","US0371","Kim",29,"San Antonio","Texas",15,39,18,"Sole Survivor",NA,"Salani"
"819","US","US25","Survivor: Philippines",25,"Zane Knight","US0372","Zane",28,"Danville","Virginia",1,3,1,"1st voted out",NA,"Matsing"
"820","US","US25","Survivor: Philippines",25,"Roxanne Morris","US0373","Roxy",28,"Brooklyn","New York",2,6,2,"2nd voted out",NA,"Matsing"
"821","US","US25","Survivor: Philippines",25,"Angie Layton","US0374","Angie",20,"Provo","Utah",3,8,3,"3rd voted out",NA,"Matsing"
"822","US","US25","Survivor: Philippines",25,"Russell Swan","US0288","Russell",45,"Glenside","Pennsylvania",4,10,4,"4th voted out",NA,"Matsing"
"823","US","US25","Survivor: Philippines",25,"Dana Lambert","US0375","Dana",32,"Winston-Salem","North Carolina",5,12,5,"Quit",NA,"Kalabaw"
"824","US","US25","Survivor: Philippines",25,"Sarah Dawson","US0376","Dawson",28,"Silver Spring","Maryland",5,13,6,"5th voted out",NA,"Kalabaw"
"825","US","US25","Survivor: Philippines",25,"Katie Hanson","US0377","Katie",22,"Newark","Delaware",6,16,7,"6th voted out",NA,"Kalabaw"
"826","US","US25","Survivor: Philippines",25,"Roberta Saint-Amour","US0378","RC",27,"New York City","New York",7,19,8,"7th voted out","1st jury member","Tandang"
"827","US","US25","Survivor: Philippines",25,"Jeff Kent","US0379","Jeff",44,"Austin","Texas",8,22,9,"8th voted out","2nd jury member","Kalabaw"
"828","US","US25","Survivor: Philippines",25,"Artis Silvester","US0380","Artis",53,"Terrytown","Louisiana",9,25,10,"9th voted out","3rd jury member","Tandang"
"829","US","US25","Survivor: Philippines",25,"Peter Yurkowski","US0381","Pete",24,"Holmdel","New Jersey",10,27,11,"10th voted out","4th jury member","Tandang"
"830","US","US25","Survivor: Philippines",25,"Jonathan Penner","US0196","Jonathan",50,"Los Angeles","California",11,30,12,"11th voted out","5th jury member","Kalabaw"
"831","US","US25","Survivor: Philippines",25,"Carter Williams","US0382","Carter",23,"Shawnee","Kansas",12,33,13,"12th voted out","6th jury member","Kalabaw"
"832","US","US25","Survivor: Philippines",25,"Abi-Maria Gomes","US0383","Abi-Maria",32,"Los Angeles","California",13,36,14,"13th voted out","7th jury member","Tandang"
"833","US","US25","Survivor: Philippines",25,"Malcolm Freberg","US0384","Malcolm",25,"Hermosa Beach","California",14,38,15,"14th voted out","8th jury member","Matsing"
"834","US","US25","Survivor: Philippines",25,"Lisa Whelchel","US0385","Lisa",49,"Dallas","Texas",15,39,16,"Co-runner-up",NA,"Tandang"
"835","US","US25","Survivor: Philippines",25,"Michael Skupin","US0022","Michael",50,"White Lake","Michigan",15,39,17,"Co-runner-up",NA,"Tandang"
"836","US","US25","Survivor: Philippines",25,"Denise Stapley","US0386","Denise",41,"Cedar Rapids","Iowa",15,39,18,"Sole Survivor",NA,"Matsing"
"837","US","US26","Survivor: Caramoan",26,"Francesca Hogi","US0322","Francesca",38,"Brooklyn","New York",1,3,1,"1st voted out",NA,"Bikal"
"838","US","US26","Survivor: Caramoan",26,"Alexandra Pohevitz","US0387","Allie",25,"Oceanside","New York",2,5,2,"2nd voted out",NA,"Gota"
"839","US","US26","Survivor: Caramoan",26,"Hope Driskill","US0388","Hope",23,"Jefferson City","Missouri",3,7,3,"3rd voted out",NA,"Gota"
"840","US","US26","Survivor: Caramoan",26,"Shamar Thomas","US0389","Shamar",27,"Brooklyn","New York",4,10,4,"Medically evacuated",NA,"Gota"
"841","US","US26","Survivor: Caramoan",26,"Laura Alexander","US0390","Laura",23,"Washington","D.C.",4,10,5,"4th voted out",NA,"Gota"
"842","US","US26","Survivor: Caramoan",26,"Brandon Hantz","US0350","Brandon",20,"Katy","Texas",5,13,6,"5th voted out",NA,"Bikal"
"843","US","US26","Survivor: Caramoan",26,"Matt Bischoff","US0391","Matt",38,"Cincinnati","Ohio",6,16,7,"6th voted out",NA,"Gota"
"844","US","US26","Survivor: Caramoan",26,"Julia Landauer","US0392","Julia",21,"Stanford","California",7,19,8,"7th voted out",NA,"Gota"
"845","US","US26","Survivor: Caramoan",26,"Corinne Kaplan","US0259","Corinne",33,"Los Angeles","California",8,22,9,"8th voted out",NA,"Bikal"
"846","US","US26","Survivor: Caramoan",26,"Michael Snow","US0393","Michael",44,"New York City","New York",9,25,10,"9th voted out","1st jury member","Gota"
"847","US","US26","Survivor: Caramoan",26,"Phillip Sheppard","US0337","Phillip",54,"Santa Monica","California",10,28,11,"10th voted out","2nd jury member","Bikal"
"848","US","US26","Survivor: Caramoan",26,"Malcolm Freberg","US0384","Malcolm",25,"Hermosa Beach","California",11,30,12,"11th voted out","3rd jury member","Bikal"
"849","US","US26","Survivor: Caramoan",26,"Reynold Toepfer","US0394","Reynold",30,"San Francisco","California",12,31,13,"12th voted out","4th jury member","Gota"
"850","US","US26","Survivor: Caramoan",26,"Andrea Boehlke","US0333","Andrea",23,"New York City","New York",12,33,14,"13th voted out","5th jury member","Bikal"
"851","US","US26","Survivor: Caramoan",26,"Brenda Lowe","US0312","Brenda",29,"Miami","Florida",13,36,15,"14th voted out","6th jury member","Bikal"
"852","US","US26","Survivor: Caramoan",26,"Erik Reichenbach","US0246","Erik",27,"Santa Clarita","California",13,36,16,"Medically evacuated","7th jury member","Bikal"
"853","US","US26","Survivor: Caramoan",26,"Edward Fox","US0395","Eddie",23,"East Brunswick","New Jersey",14,38,17,"15th voted out","8th jury member","Gota"
"854","US","US26","Survivor: Caramoan",26,"Sherri Biethman","US0396","Sherri",41,"Boise","Idaho",15,39,18,"Co-runner-up",NA,"Gota"
"855","US","US26","Survivor: Caramoan",26,"Dawn Meehan","US0346","Dawn",42,"South Jordan","Utah",15,39,19,"Co-runner-up",NA,"Bikal"
"856","US","US26","Survivor: Caramoan",26,"John Cochran","US0348","Cochran",25,"Washington","D.C.",15,39,20,"Sole Survivor",NA,"Bikal"
"857","US","US27","Survivor: Blood vs. Water",27,"Laura Boneham","US0397","Laura B.",44,"Indianapolis","Indiana",1,1,1,"1st voted out",NA,"Tadhana"
"858","US","US27","Survivor: Blood vs. Water",27,"Candice Cody","US0195","Candice",30,"Washington","D.C.",1,1,2,"2nd voted out",NA,"Galang"
"859","US","US27","Survivor: Blood vs. Water",27,"Rupert Boneham","US0107","Rupert",49,"Indianapolis","Indiana",1,1,3,"Switched",NA,"Galang"
"860","US","US27","Survivor: Blood vs. Water",27,"Marissa Peterson","US0398","Marissa",21,"Chapel Hill","North Carolina",1,3,4,"3rd voted out",NA,"Tadhana"
"861","US","US27","Survivor: Blood vs. Water",27,"Rachel Foulger","US0399","Rachel",33,"Provo","Utah",2,6,5,"4th voted out",NA,"Tadhana"
"862","US","US27","Survivor: Blood vs. Water",27,"Colton Cumbie","US0359","Colton",22,"Collinsville","Alabama",3,7,6,"Quit",NA,"Galang"
"863","US","US27","Survivor: Blood vs. Water",27,"John Cody","US0400","John",30,"Washington","D.C.",3,8,7,"5th voted out",NA,"Tadhana"
"864","US","US27","Survivor: Blood vs. Water",27,"Brad Culpepper","US0401","Brad",44,"Tampa","Florida",4,10,8,"6th voted out",NA,"Tadhana"
"865","US","US27","Survivor: Blood vs. Water",27,"Laura Morett","US0292","Laura M.",43,"Salem","Oregon",5,13,9,"7th voted out",NA,"Galang"
"866","US","US27","Survivor: Blood vs. Water",27,"Kat Edorsson","US0365","Kat",23,"Orlando","Florida",6,16,10,"8th voted out",NA,"Galang"
